id,cd_setor,cod_ibge,cd_uf,total_population,avg_income,pct_u20,pct_o60,pct_wy,pct_bbi,pct_lit,pct_pip,pct_sew,pct_gar,pct_slight,pct_paved,pct_tree,pct_drain,pct_swalk,pct_whcair,pct_bus,igni,ehtd,eprd,edrm,city_type,CRI
447,220390905000106,220390.0,22.0,723.0,1414.4,35.5463347164592,6.639004149377594,14.522821576763484,85.47717842323651,65.42185338865836,99.57081545064378,2.575107296137339,99.57081545064378,100.0,100.0,91.84549356223177,0.0,100.0,0.0,0.0,1.0666666666666669,43.0,3.6666666666666665,0.0666666666666666,Centro Sub-Regional,0.2094785209700687
448,220390905000002,220390.0,22.0,739.0,2337.02,22.19215155615697,19.215155615696887,25.71041948579161,74.28958051420838,80.37889039242219,100.0,67.6470588235294,,95.95588235294116,100.0,31.98529411764705,79.04411764705883,99.63235294117646,29.52029520295203,18.38235294117647,0.8666666666666667,43.0,3.8,0.0666666666666666,Centro Sub-Regional,0.3221412898253943
449,220390905000109,220390.0,22.0,718.0,1509.2,36.768802228412255,5.43175487465181,13.231197771587745,86.76880222841226,,100.0,92.91666666666669,100.0,100.0,100.0,87.91666666666667,0.0,100.0,0.0,0.0,1.0666666666666669,43.0,3.8,0.0666666666666666,Centro Sub-Regional,0.2366782244229153
450,220390905000130,220390.0,22.0,893.0,985.5,45.68868980963046,3.5834266517357225,12.430011198208286,87.56998880179171,56.88689809630459,99.61832061068702,96.18320610687024,100.0,100.0,100.0,45.80152671755725,38.54961832061068,98.85496183206106,0.0,0.0,0.5333333333333333,43.0,4.066666666666666,0.0666666666666666,Centro Sub-Regional,0.2103227453012696
451,220550805000069,220550.0,22.0,563.0,924.38,39.78685612788632,5.328596802841918,11.900532859680284,,,99.47089947089948,62.96296296296296,99.47089947089948,100.0,100.0,84.65608465608466,0.0,100.0,74.60317460317461,0.0,0.8,5.8,3.4,0.0666666666666666,Centro Local,0.2438037980794611
452,220570605000071,220570.0,22.0,317.0,1379.05,34.70031545741325,11.67192429022082,23.65930599369085,76.34069400630915,,92.3076923076923,,76.92307692307692,91.2087912087912,56.04395604395605,35.16483516483517,0.0,17.582417582417584,0.0,0.0,0.0,12.866666666666667,3.533333333333333,0.0,Centro Local,0.1426684145026989
453,220580505000058,220580.0,22.0,503.0,1792.37,35.58648111332008,6.361829025844931,21.073558648111334,78.92644135188866,,98.7012987012987,0.0,,100.0,90.9090909090909,71.42857142857143,2.5974025974025974,70.77922077922078,0.0,0.0,0.2666666666666666,17.6,3.2666666666666666,0.0,Centro de Zona,0.1915927051646895
455,220770205000259,220770.0,22.0,528.0,1283.76,36.74242424242424,9.280303030303031,21.59090909090909,78.4090909090909,,72.04968944099379,0.0,,96.27329192546584,57.7639751552795,65.21739130434783,0.0,32.91925465838509,0.0,5.590062111801243,0.0666666666666666,13.333333333333334,3.2666666666666666,0.0,Centro Sub-Regional,0.1539534244457895
456,220770205000166,220770.0,22.0,889.0,1439.95,35.8830146231721,7.986501687289089,24.52193475815523,75.47806524184476,,95.1127819548872,0.0,65.78947368421052,100.0,55.26315789473684,55.6390977443609,0.0,59.02255639097744,0.0,13.533834586466163,0.0666666666666666,13.333333333333334,3.2666666666666666,0.0,Centro Sub-Regional,0.1705891749320977
457,220770205000205,220770.0,22.0,1026.0,1311.6,35.28265107212476,6.042884990253412,29.044834307992204,70.9551656920078,65.49707602339181,98.76543209876544,1.851851851851852,100.0,100.0,100.0,81.79012345679013,0.0,100.0,0.0,27.77777777777778,0.0666666666666666,13.333333333333334,3.2666666666666666,0.0,Centro Sub-Regional,0.2221811024539118
458,220770205000172,220770.0,22.0,1088.0,1232.22,39.88970588235294,5.882352941176471,24.080882352941178,75.91911764705881,61.30514705882353,99.69604863221883,84.4984802431611,100.0,100.0,100.0,81.7629179331307,0.0,100.0,0.0,11.246200607902736,0.2,17.2,3.2666666666666666,0.0,Centro Sub-Regional,0.219013893370032
459,220770205000194,220770.0,22.0,675.0,1243.9,37.77777777777778,3.703703703703704,23.11111111111111,76.74074074074073,64.88888888888889,99.56709956709956,92.2077922077922,100.0,100.0,100.0,100.0,0.0,100.0,100.0,62.77056277056277,0.2,13.333333333333334,3.2666666666666666,0.0,Centro Sub-Regional,0.3078581329942369
463,220770205000194,220770.0,22.0,675.0,1243.9,37.77777777777778,3.703703703703704,23.11111111111111,76.74074074074073,64.88888888888889,99.56709956709956,92.2077922077922,100.0,100.0,100.0,100.0,0.0,100.0,100.0,62.77056277056277,0.2,13.333333333333334,3.2666666666666666,0.0,Centro Sub-Regional,0.3078581329942369
460,220770205000176,220770.0,22.0,992.0,1242.26,38.20564516129032,4.939516129032258,24.39516129032258,75.60483870967742,,99.68253968253968,98.73015873015872,100.0,100.0,100.0,83.80952380952381,0.0,100.0,1.2698412698412698,0.3174603174603174,0.2,17.2,3.2666666666666666,0.0,Centro Sub-Regional,0.2341126650310775
461,220770205000287,220770.0,22.0,833.0,1381.46,35.89435774309724,3.361344537815126,24.129651860744296,75.87034813925571,,100.0,41.75438596491228,,100.0,100.0,52.63157894736842,0.0,99.29824561403508,0.0,0.0,0.2,17.0,3.2666666666666666,0.0,Centro Sub-Regional,0.2137465341728956
462,220770205000175,220770.0,22.0,569.0,1396.8,33.391915641476274,4.393673110720562,,74.86818980667839,,100.0,94.50549450549453,99.45054945054945,100.0,99.45054945054945,87.36263736263736,0.0,99.45054945054945,0.5524861878453039,16.483516483516482,0.2,17.0,3.2666666666666666,0.0,Centro Sub-Regional,0.2468782279327113
